 maxIter=30:
=================
>> clear
>> stackedAEExercise
 Iteration   FunEvals     Step Length    Function Val        Opt Cond
        13         18     1.00000e+00     4.82711e+00     3.31338e+01
        14         19     1.00000e+00     4.58848e+00     4.14012e+01
        15         21     3.31401e-01     4.51153e+00     5.32842e+01
        16         22     1.00000e+00     4.32549e+00     3.04059e+01
        17         23     1.00000e+00     4.27868e+00     1.93500e+01
        18         24     1.00000e+00     4.26925e+00     1.96111e+01
        19         25     1.00000e+00     4.25832e+00     1.15456e+01
        20         26     1.00000e+00     4.25183e+00     8.92311e+00
        21         27     1.00000e+00     4.23258e+00     1.08320e+01
        22         28     1.00000e+00     4.21525e+00     1.16091e+01
        23         29     1.00000e+00     4.20404e+00     3.46369e+01
        24         30     1.00000e+00     4.16979e+00     1.82017e+01
        25         31     1.00000e+00     4.13399e+00     1.18476e+01
        26         32     1.00000e+00     4.05247e+00     2.78490e+01
        27         34     5.59113e-01     4.00060e+00     3.50178e+01
        28         35     1.00000e+00     3.97530e+00     3.61088e+01
        29         36     1.00000e+00     3.92884e+00     1.70348e+01
        30         37     1.00000e+00     3.90352e+00     1.62087e+01
        31         38     1.00000e+00     3.88453e+00     1.91774e+01
        32         39     1.00000e+00     3.85671e+00     2.19206e+01
        33         40     1.00000e+00     3.83306e+00     4.61577e+01
        34         41     1.00000e+00     3.77825e+00     2.58649e+01
        35         42     1.00000e+00     3.73248e+00     1.62061e+01
        36         43     1.00000e+00     3.70949e+00     1.74999e+01
        37         44     1.00000e+00     3.68016e+00     3.01302e+01
        38         45     1.00000e+00     3.63534e+00     2.01231e+01
        39         46     1.00000e+00     3.60600e+00     1.89210e+01
        40         47     1.00000e+00     3.58282e+00     1.40690e+01
        41         48     1.00000e+00     3.56767e+00     1.50243e+01
        42         49     1.00000e+00     3.54485e+00     1.65289e+01
        43         50     1.00000e+00     3.50263e+00     2.45090e+01
        44         51     1.00000e+00     3.48316e+00     3.33179e+01
        45         52     1.00000e+00     3.45151e+00     1.44165e+01
        46         53     1.00000e+00     3.43966e+00     1.05208e+01
        47         54     1.00000e+00     3.42939e+00     1.43878e+01
        48         55     1.00000e+00     3.40918e+00     1.70218e+01
        49         56     1.00000e+00     3.39352e+00     2.94546e+01
        50         57     1.00000e+00     3.36747e+00     1.50534e+01
        51         58     1.00000e+00     3.35610e+00     8.72825e+00
        52         59     1.00000e+00     3.34916e+00     1.12820e+01
        53         60     1.00000e+00     3.33676e+00     1.59232e+01
        54         61     1.00000e+00     3.31518e+00     2.14309e+01
        55         62     1.00000e+00     3.30505e+00     2.77185e+01
        56         63     1.00000e+00     3.28406e+00     1.13585e+01
        57         64     1.00000e+00     3.27738e+00     7.12762e+00
        58         65     1.00000e+00     3.27263e+00     9.38506e+00
        59         66     1.00000e+00     3.26389e+00     1.21948e+01
        60         67     1.00000e+00     3.24974e+00     1.70040e+01
        61         68     1.00000e+00     3.24020e+00     1.58641e+01
        62         69     1.00000e+00     3.23161e+00     7.97982e+00
        63         70     1.00000e+00     3.22575e+00     8.18326e+00
        64         71     1.00000e+00     3.21991e+00     1.11875e+01
        65         72     1.00000e+00     3.20460e+00     1.60135e+01
        66         73     1.00000e+00     3.20000e+00     2.26165e+01
        67         74     1.00000e+00     3.18548e+00     1.00057e+01
        68         75     1.00000e+00     3.18064e+00     5.27431e+00
        69         76     1.00000e+00     3.17765e+00     7.14140e+00
        70         77     1.00000e+00     3.17250e+00     9.06236e+00
        71         78     1.00000e+00     3.16682e+00     1.47016e+01
        72         79     1.00000e+00     3.15923e+00     8.26810e+00
        73         80     1.00000e+00     3.15551e+00     4.93979e+00
        74         81     1.00000e+00     3.15288e+00     6.22465e+00
        75         82     1.00000e+00     3.14977e+00     8.11635e+00
        76         83     1.00000e+00     3.14379e+00     9.62097e+00
        77         84     1.00000e+00     3.13987e+00     1.13017e+01
        78         85     1.00000e+00     3.13509e+00     5.73542e+00
        79         86     1.00000e+00     3.13339e+00     4.13297e+00
        80         87     1.00000e+00     3.13193e+00     5.25786e+00
        81         88     1.00000e+00     3.12856e+00     8.85251e+00
        82         89     1.00000e+00     3.12448e+00     7.90722e+00
        83         90     1.00000e+00     3.12120e+00     6.63032e+00
        84         91     1.00000e+00     3.11866e+00     3.53748e+00
        85         92     1.00000e+00     3.11734e+00     4.31321e+00
        86         93     1.00000e+00     3.11404e+00     6.27940e+00
        87         94     1.00000e+00     3.11063e+00     9.03122e+00
        88         95     1.00000e+00     3.10758e+00     5.71096e+00
        89         96     1.00000e+00     3.10623e+00     3.04010e+00
        90         97     1.00000e+00     3.10544e+00     3.43107e+00
        91         98     1.00000e+00     3.10444e+00     4.58256e+00
        92         99     1.00000e+00     3.10179e+00     6.36341e+00
        93        100     1.00000e+00     3.09999e+00     8.55726e+00
        94        101     1.00000e+00     3.09735e+00     4.78995e+00
        95        102     1.00000e+00     3.09608e+00     2.92033e+00
        96        103     1.00000e+00     3.09529e+00     3.83889e+00
        97        104     1.00000e+00     3.09393e+00     4.78554e+00
        98        105     1.00000e+00     3.09244e+00     5.83675e+00
        99        106     1.00000e+00     3.09101e+00     3.97424e+00
       100        107     1.00000e+00     3.09022e+00     2.56839e+00
Exceeded Maximum Number of Iterations
 Iteration   FunEvals     Step Length    Function Val        Opt Cond
         1          4     9.49462e+00     1.42441e+00     7.01006e+00
         2          5     1.00000e+00     8.55526e-01     3.02162e+00
         3          6     1.00000e+00     7.52652e-01     4.24910e+00
         4          7     1.00000e+00     6.47165e-01     1.89071e+00
         5          8     1.00000e+00     5.92603e-01     1.07449e+00
         6          9     1.00000e+00     5.52433e-01     1.27065e+00
         7         10     1.00000e+00     5.39222e-01     1.93382e+00
         8         11     1.00000e+00     5.19004e-01     7.73344e-01
         9         12     1.00000e+00     5.13306e-01     6.53068e-01
        10         13     1.00000e+00     5.02376e-01     8.13894e-01
        11         14     1.00000e+00     4.88998e-01     8.53207e-01
        12         15     1.00000e+00     4.72638e-01     8.15304e-01
        13         16     1.00000e+00     4.63179e-01     6.88971e-01
        14         17     1.00000e+00     4.55953e-01     4.26376e-01
        15         18     1.00000e+00     4.51177e-01     4.27654e-01
        16         19     1.00000e+00     4.46276e-01     4.25724e-01
        17         20     1.00000e+00     4.40339e-01     5.04139e-01
        18         21     1.00000e+00     4.35054e-01     3.57107e-01
        19         22     1.00000e+00     4.30895e-01     3.19461e-01
        20         23     1.00000e+00     4.26701e-01     3.24247e-01
        21         24     1.00000e+00     4.23013e-01     3.23746e-01
        22         25     1.00000e+00     4.20334e-01     2.26450e-01
        23         26     1.00000e+00     4.18002e-01     2.32054e-01
        24         27     1.00000e+00     4.15652e-01     2.05230e-01
        25         28     1.00000e+00     4.13182e-01     1.84061e-01
        26         29     1.00000e+00     4.11943e-01     1.73131e-01
        27         30     1.00000e+00     4.11104e-01     1.07177e-01
        28         31     1.00000e+00     4.10347e-01     1.11277e-01
        29         32     1.00000e+00     4.09609e-01     1.15390e-01
        30         33     1.00000e+00     4.08586e-01     9.10848e-02
        31         35     4.32468e-01     4.08274e-01     1.05236e-01
        32         36     1.00000e+00     4.07864e-01     6.43784e-02
        33         37     1.00000e+00     4.07599e-01     6.13913e-02
        34         38     1.00000e+00     4.07282e-01     6.24475e-02
        35         39     1.00000e+00     4.07043e-01     6.90746e-02
        36         40     1.00000e+00     4.06856e-01     4.92576e-02
        37         41     1.00000e+00     4.06761e-01     3.40381e-02
        38         42     1.00000e+00     4.06628e-01     3.63642e-02
        39         43     1.00000e+00     4.06536e-01     3.45342e-02
        40         44     1.00000e+00     4.06390e-01     2.97117e-02
        41         46     4.05387e-01     4.06342e-01     2.97787e-02
        42         47     1.00000e+00     4.06297e-01     1.68089e-02
        43         48     1.00000e+00     4.06267e-01     1.65203e-02
        44         49     1.00000e+00     4.06239e-01     1.57699e-02
        45         50     1.00000e+00     4.06218e-01     2.36995e-02
        46         51     1.00000e+00     4.06197e-01     1.06659e-02
        47         52     1.00000e+00     4.06187e-01     1.05755e-02
        48         53     1.00000e+00     4.06176e-01     1.03447e-02
        49         54     1.00000e+00     4.06161e-01     8.49429e-03
        50         56     4.19770e-01     4.06157e-01     9.38204e-03
        51         57     1.00000e+00     4.06152e-01     5.34390e-03
        52         58     1.00000e+00     4.06149e-01     4.51845e-03
        53         59     1.00000e+00     4.06145e-01     5.84070e-03
        54         60     1.00000e+00     4.06143e-01     5.17653e-03
        55         61     1.00000e+00     4.06142e-01     2.82869e-03
        56         62     1.00000e+00     4.06141e-01     2.41346e-03
        57         63     1.00000e+00     4.06140e-01     2.47485e-03
        58         64     1.00000e+00     4.06139e-01     1.97104e-03
        59         65     1.00000e+00     4.06138e-01     1.77920e-03
        60         66     1.00000e+00     4.06138e-01     1.56026e-03
        61         67     1.00000e+00     4.06137e-01     8.84223e-04
        62         68     1.00000e+00     4.06137e-01     7.46884e-04
        63         69     1.00000e+00     4.06137e-01     6.80970e-04
        64         70     1.00000e+00     4.06137e-01     5.94249e-04
        65         71     1.00000e+00     4.06137e-01     1.19241e-03
        66         72     1.00000e+00     4.06137e-01     4.00628e-04
        67         73     1.00000e+00     4.06137e-01     2.78931e-04
        68         74     1.00000e+00     4.06137e-01     3.35647e-04
        69         75     1.00000e+00     4.06137e-01     3.18360e-04
        70         76     1.00000e+00     4.06137e-01     2.91096e-04
        71         77     1.00000e+00     4.06137e-01     5.18439e-04
        72         78     1.00000e+00     4.06137e-01     1.34092e-04
        73         79     1.00000e+00     4.06137e-01     1.02755e-04
        74         80     1.00000e+00     4.06137e-01     8.58451e-05
        75         81     1.00000e+00     4.06137e-01     7.89727e-05
        76         82     1.00000e+00     4.06137e-01     7.63367e-05
        77         83     1.00000e+00     4.06137e-01     1.15147e-04
Function Value changing by less than TolX
 Iteration   FunEvals     Step Length    Function Val        Opt Cond
         1          4     1.20163e+01     4.41607e-01     7.91950e+00
         2          5     1.00000e+00     3.92476e-01     8.46935e+00
         3          7     3.28742e-01     3.81380e-01     7.26636e+00
         4          8     1.00000e+00     3.73564e-01     7.42943e+00
         5          9     1.00000e+00     3.58072e-01     9.61551e+00
         6         10     1.00000e+00     3.46555e-01     7.85059e+00
         7         11     1.00000e+00     3.37989e-01     5.21193e+00
         8         12     1.00000e+00     3.28865e-01     4.31802e+00
         9         13     1.00000e+00     3.22261e-01     4.79297e+00
        10         15     3.78568e-01     3.17557e-01     5.01427e+00
        11         16     1.00000e+00     3.14628e-01     5.60802e+00
        12         17     1.00000e+00     3.08473e-01     4.72422e+00
        13         19     4.38801e-01     3.02817e-01     4.22600e+00
        14         20     1.00000e+00     2.97324e-01     6.03381e+00
        15         21     1.00000e+00     2.94034e-01     4.53514e+00
        16         22     1.00000e+00     2.88817e-01     3.81478e+00
        17         23     1.00000e+00     2.83115e-01     5.76017e+00
        18         24     1.00000e+00     2.82454e-01     7.19166e+00
        19         25     1.00000e+00     2.81770e-01     5.39151e+00
        20         26     1.00000e+00     2.79520e-01     5.65830e+00
        21         27     1.00000e+00     2.76739e-01     4.94258e+00
        22         28     1.00000e+00     2.73401e-01     5.09154e+00
        23         29     1.00000e+00     2.69957e-01     6.09098e+00
        24         30     1.00000e+00     2.64821e-01     3.91861e+00
        25         31     1.00000e+00     2.61703e-01     3.48940e+00
        26         32     1.00000e+00     2.59253e-01     3.97667e+00
        27         33     1.00000e+00     2.58512e-01     5.65120e+00
        28         35     3.28011e-01     2.57052e-01     5.51251e+00
        29         36     1.00000e+00     2.55130e-01     6.18052e+00
        30         37     1.00000e+00     2.49421e-01     3.62667e+00
        31         38     1.00000e+00     2.46039e-01     3.76904e+00
        32         39     1.00000e+00     2.44589e-01     4.01225e+00
        33         40     1.00000e+00     2.43392e-01     5.22788e+00
        34         41     1.00000e+00     2.41758e-01     5.74038e+00
        35         43     2.54696e-01     2.41028e-01     5.55915e+00
        36         44     1.00000e+00     2.40698e-01     5.83976e+00
        37         45     1.00000e+00     2.34915e-01     3.46046e+00
        38         46     1.00000e+00     2.31858e-01     2.88260e+00
        39         47     1.00000e+00     2.28582e-01     3.50008e+00
        40         48     1.00000e+00     2.28340e-01     5.02343e+00
        41         49     1.00000e+00     2.25534e-01     3.57894e+00
        42         50     1.00000e+00     2.23183e-01     3.42927e+00
        43         51     1.00000e+00     2.21529e-01     4.53452e+00
        44         53     2.88991e-01     2.19969e-01     4.76528e+00
        45         55     2.89749e-01     2.18525e-01     4.47767e+00
        46         57     3.45499e-01     2.16464e-01     4.15428e+00
        47         59     2.88664e-01     2.15552e-01     3.45976e+00
        48         61     3.21336e-01     2.14342e-01     2.94060e+00
        49         62     1.00000e+00     2.12610e-01     4.62213e+00
        50         63     1.00000e+00     2.12583e-01     7.23518e+00
        51         64     1.00000e+00     2.08249e-01     4.55246e+00
        52         65     1.00000e+00     2.05350e-01     3.84492e+00
        53         66     1.00000e+00     2.04258e-01     2.44045e+00
        54         68     2.37542e-01     2.03950e-01     3.27688e+00
        55         70     1.45509e-01     2.03734e-01     4.15432e+00
        56         72     1.45889e-01     2.03583e-01     4.80536e+00
        57         74     1.65677e-01     2.03406e-01     5.20090e+00
        58         76     2.10383e-01     2.02975e-01     5.31720e+00
        59         78     2.51165e-01     2.02144e-01     5.13968e+00
        60         80     2.45078e-01     2.01142e-01     4.84968e+00
        61         82     2.48389e-01     2.00209e-01     3.51544e+00
        62         84     2.73823e-01     1.99613e-01     2.96943e+00
        63         86     3.05149e-01     1.98770e-01     3.36741e+00
        64         88     2.87640e-01     1.98033e-01     3.46478e+00
        65         89     1.00000e+00     1.96804e-01     4.96575e+00
        66         91     3.05273e-01     1.96369e-01     3.39756e+00
        67         92     1.00000e+00     1.93882e-01     3.53355e+00
        68         93     1.00000e+00     1.91090e-01     3.69230e+00
        69         94     1.00000e+00     1.88178e-01     4.13251e+00
        70         95     1.00000e+00     1.86757e-01     4.28261e+00
        71         96     1.00000e+00     1.85951e-01     4.03879e+00
        72         97     1.00000e+00     1.85262e-01     3.00097e+00
        73         98     1.00000e+00     1.84977e-01     3.01716e+00
        74        100     2.46098e-01     1.84826e-01     2.71946e+00
        75        101     1.00000e+00     1.84430e-01     4.42159e+00
        76        102     1.00000e+00     1.83949e-01     3.48412e+00
        77        103     1.00000e+00     1.82206e-01     5.69067e+00
        78        104     1.00000e+00     1.80571e-01     4.77298e+00
        79        105     1.00000e+00     1.79080e-01     3.20177e+00
        80        106     1.00000e+00     1.78621e-01     4.81058e+00
        81        107     1.00000e+00     1.78103e-01     3.68871e+00
        82        109     2.13610e-01     1.77583e-01     3.30938e+00
        83        111     1.94055e-01     1.77340e-01     3.45327e+00
        84        113     2.04881e-01     1.77097e-01     3.61360e+00
        85        115     2.17446e-01     1.76786e-01     3.81922e+00
        86        117     2.45373e-01     1.76347e-01     3.98257e+00
        87        119     3.06822e-01     1.75573e-01     3.68576e+00
        88        121     2.93578e-01     1.74717e-01     3.63004e+00
        89        123     3.21699e-01     1.73842e-01     2.60521e+00
        90        124     1.00000e+00     1.72844e-01     2.84654e+00
        91        125     1.00000e+00     1.71668e-01     3.74123e+00
        92        126     1.00000e+00     1.69661e-01     3.40541e+00
        93        127     1.00000e+00     1.68146e-01     5.00960e+00
        94        128     1.00000e+00     1.67702e-01     6.63600e+00
        95        129     1.00000e+00     1.67195e-01     4.89952e+00
        96        130     1.00000e+00     1.66519e-01     4.89034e+00
        97        132     3.07690e-01     1.66216e-01     3.44855e+00
        98        133     1.00000e+00     1.65830e-01     3.48973e+00
        99        134     1.00000e+00     1.65286e-01     2.91079e+00
       100        135     1.00000e+00     1.64037e-01     4.67985e+00
Exceeded Maximum Number of Iterations
Before Finetuning Test Accuracy: 90.100%
After Finetuning Test Accuracy: 97.730%
>> 
